"","x"
"27962,26995",0.000320048673407676
"27962,27159",0.000467945606271707
"28015,26847",0.0003186617845209
"28015,29683",0.000442883481422031
"28016,15613",0.00521062515947958
"28023,27732",0.00152662462816848
"28078,28909",0.000514774198549145
"28080,28096",7.00602621209143e-05
"28080,28865",0.000149431558787413
"28081,26717",2.77741779379963e-05
"28081,28092",0.000250655227888388
"28081,29007",0.000118124557380983
"28085,26717",4.8398637528242e-05
"28085,28092",0.000167679110859171
"28085,28998",0.00014434142514547
"28092,28080",4.81939904461177e-05
"28095,28841",0.000324229332405135
"28096,26717",0.000274909532232341
"28099,28055",0.00111363369354062
"28117,29886",0.000225533927329549
"28118,27380",0.000802597682247429
"28118,29885",0.000337950674720003
"28141,28142",0.000636100231541738
"28142,28288",0.00108569566815753
"28144,26953",0.000124005123439338
"28148,27786",0.000661410834478752
"28166,28165",0.000298864819228135
"28171,24809",5.28246761412897e-05
"28171,28405",8.27137597991229e-05
"28171,29217",3.40152739546814e-05
"28171,30000",2.02075385455133e-05
"28180,27188",0.000869470279937595
"28180,29386",0.000491073906222006
"28200,29142",7.88640124252295e-05
"28204,26701",0.000205581968813245
"28204,29213",0.000107635097885304
"28206,28209",0.00110395645447639
"28207,29549",0.000592171699595554
"28209,27732",0.000222339272039045
"28230,30410",0.000256477129262619
"28230,30474",0.000394476360087369
"28237,27224",0.00142616702238546
"28238,29561",0.0010487116698546
"28239,28238",0.00133653375176316
"28239,29481",0.000791237727711607
"28239,29489",0.000302783829638907
"28252,26875",0.000322449604576097
"28252,28253",0.00132186991331901
"28252,29632",0.000630899192031008
"28297,28986",0.000326239536691511
"28343,27920",0.000309503866401086
"28343,28854",9.08403909526727e-05
"28376,29091",0.000812197607302702
"28379,25527",0.000314973809887694
"28379,28146",0.000874883978776062
"28385,28384",0.000932434125420753
"28385,28386",0.000540164321880391
"28398,26158",0.000552783459702011
"28405,28406",0.000300592322990333
"28405,30000",0.000403909527542578
"28406,28405",0.000727273278090368
"28406,30000",1.92691675541373e-05
"28457,29785",0.00013107568636397
"28460,27330",0.000295827538936465
"28479,29520",0.000917804521046187
"28487,26848",0.00155986772966829
"28639,23818",0.000407649743279287
"28806,26780",0.00144961902239826
"28807,28854",0.000122955544085465
"28808,24900",0.000926030542741952
"28808,28835",0.000994797507305938
"28817,28816",0.003283567529521
"28818,26611",0.00138977807235043
"28820,28821",0.000537746623436206
"28829,23399",0.00129804431691459
"28829,24727",0.00122572472749813
"28829,28828",0.000991469989174583
"28830,28832",0.00220338412044186
"28831,23400",0.000228004229742657
"28831,24852",0.000272398758789138
"28831,25016",0.000485722396120535
"28831,30523",0.000129634979486807
"28835,24900",0.000669664065100718
"28836,28837",0.000308504491645919
"28837,28837",0.000128210641523294
"28838,28909",0.00162577880823525
"28840,26705",0.000305115690336188
"28841,26493",0.000336204370534935
"28843,28842",0.000616053761513386
"28843,29032",0.000266982272162294
"28844,26667",0.000319157632439219
"28844,29136",0.000938692529343757
"28847,27564",0.000400435004703871
"28851,28849",0.000985593068944086
"28857,28856",0.00197180481272074
"28860,29096",0.000718426086886441
"28862,25601",0.000212206102922708
"28862,26435",7.07229438949632e-05
"28862,28806",0.000298057589819291
"28863,27203",0.000134524505784493
"28863,28864",0.000404053937615843
"28863,29428",5.04239538331275e-05
"28864,27203",8.96771585300492e-05
"28864,27278",8.94053620330464e-05
"28865,28095",2.45597663523945e-05
"28866,26443",0.00037417767103805
"28866,26450",0.000720588984007073
"28867,26612",5.78871328132825e-05
"28868,25266",0.00119525804795832
"28868,28867",0.000230692573398645
"28869,26879",0.000265676516145389
"28879,22579",0.00159348439038925
"28879,22829",0.00182088030466992
"28879,25831",0.000526848448685247
"28879,26454",0.00023238050848769
"28879,29708",0.00015089929111169
"28880,22830",0.000484196634231228
"28880,24567",0.000999928003671896
"28881,29097",0.000615348487372537
"28882,28885",0.000662236909460855
"28883,22714",0.00145412555873197
"28883,28886",0.000817082369031741
"28884,26521",0.000134779678471761
"28886,26519",0.000891978113916915
"28886,28883",0.00118297560962062
"28886,28885",0.000671603482860845
"28888,28892",0.000903451685729155
"28889,26819",0.000476061340761399
"28889,28891",0.0016548298221322
"28889,29156",0.00159780306329027
"28890,28887",0.00154585955618378
"28899,26532",0.000716447036839163
"28899,26533",0.00113240862770584
"28906,22768",0.00122773010760149
"28906,22806",0.000466479906097768
"28906,28907",0.000863251121172509
"28913,28918",0.000306111196108378
"28914,26506",0.000733910315033464
"28914,26508",0.000703566629051814
"28914,28912",0.000418072176481764
"28914,28915",0.000717615611034188
"28915,28831",0.00059776715963068
"28915,28918",0.000130926962707775
"28916,26508",0.000225188324226201
"28916,28913",0.000454696980624178
"28917,28913",0.000540780366001777
"28917,28916",0.00233931778934137
"28917,28918",0.000671543462486963
"28921,23132",0.00334714766462114
"28921,28922",0.000565417118254658
"28922,26679",0.000262838621204151
"28923,28924",0.000626267595196927
"28924,28923",0.000376493243128158
"28925,26478",0.000387639104755726
"28927,28926",0.000971372425927558
"28927,28928",0.00047749689357683
"28929,28930",0.000173634748774379
"28932,27128",0.000291077631409736
"28935,22651",0.000661119378745961
"28936,26443",0.000142113839564103
"28936,28850",0.000275820434033834
"28937,28938",0.00180224402917487
"28938,28937",0.00195742797557572
"28939,29125",0.00148801024019266
"28939,29126",0.000154088741717181
"28940,24649",0.00100023033269911
"28940,28938",0.0010092834032518
"28940,28941",0.000783713847417516
